,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
7357,233,1,47541,24,1,0,78,2705,1,0,27,1,2,1,1,0
116,255,1,47390,1,3,7,45,11631,2,0,12,0,4,0,14,0
7241,200,0,38369,6,3,10,69,2548,0,0,29,0,1,1,8,0
7402,338,1,52086,1,5,1,82,5460,5,1,25,1,3,1,9,0
10078,223,1,20690,4,3,14,113,2174,1,0,32,0,3,1,8,0
5571,286,1,13945,1,2,7,64,7810,5,1,27,0,4,1,14,0
1389,232,1,39375,1,3,3,48,5003,1,0,21,1,2,0,10,0
613,255,1,29015,1,2,13,88,3737,0,0,19,0,3,1,4,0
9301,263,1,8946,1,2,0,97,3667,1,1,25,0,4,1,9,0
11682,274,1,42895,7,4,0,73,5273,2,1,22,0,4,0,17,0
8293,350,1,34688,1,2,0,55,3432,6,0,18,0,3,0,10,0
6301,223,1,14289,25,5,14,81,2556,5,0,24,0,2,0,6,1
7638,200,1,50724,16,4,6,52,2384,2,1,21,0,4,1,5,1
6502,244,1,4106,13,4,0,84,4408,2,0,16,0,3,1,8,0
968,270,1,21245,1,3,11,83,4639,2,0,16,0,4,1,17,0
3024,257,1,40395,1,2,7,103,4372,2,0,26,0,3,0,6,0
6612,229,0,3822,5,3,6,72,2433,0,0,23,0,1,0,4,1
6682,259,0,33955,7,3,0,37,4310,0,0,25,0,3,1,4,0
56,262,1,29855,18,5,3,71,9069,1,0,22,1,4,1,9,0
7906,406,1,12113,6,3,0,96,2461,2,0,21,0,4,0,19,0
8176,291,1,15159,1,3,5,41,2854,1,0,18,0,4,1,7,0
8507,273,1,7290,8,4,0,55,4155,1,0,18,0,4,1,15,0
11418,279,0,45621,6,4,0,101,5629,5,1,30,0,4,1,16,0
7338,268,1,10051,1,4,0,72,2983,1,0,24,0,4,1,4,0
10284,203,1,40889,5,3,10,51,3032,2,0,36,0,4,0,12,0
4032,338,1,33292,28,3,2,104,2179,6,0,27,1,4,1,13,0
7561,237,1,29023,1,1,0,91,8481,1,0,28,1,3,0,12,0
4915,197,1,34717,1,3,3,76,2708,1,1,21,0,3,1,4,0
11308,279,1,6064,4,4,0,62,5873,3,0,30,0,3,0,14,0
10759,254,1,51635,11,4,10,76,4756,8,0,32,0,4,0,16,1
11057,288,1,4389,3,3,10,50,4178,3,0,24,0,1,0,15,0
11135,306,0,31618,26,2,6,110,4489,5,1,22,0,4,1,24,0
4347,181,1,27016,1,2,3,58,4665,1,0,16,0,2,0,9,0
5226,293,1,15412,1,3,3,83,6839,11,0,23,0,3,0,14,0
6938,264,1,27658,24,4,6,50,4605,0,1,32,1,3,0,16,1
7141,291,1,29167,18,3,6,67,5818,3,1,21,0,3,1,15,0
5556,257,1,14959,10,4,3,55,4766,3,0,16,0,1,1,13,0
6386,285,1,16882,3,3,10,44,9440,1,0,22,0,3,1,10,0
8025,238,1,5402,7,4,0,49,2339,3,0,27,0,2,0,13,0
7166,307,1,21568,2,2,0,104,3385,4,0,25,0,4,1,7,0
9135,335,0,6532,10,4,0,57,2514,1,0,29,0,1,0,14,0
8970,314,0,48880,26,3,6,67,5658,3,0,29,0,1,1,27,0
736,360,1,47425,1,4,3,78,10999,7,0,14,0,2,0,27,0
8750,294,0,50549,1,4,10,97,3000,0,1,19,0,2,1,7,0
2011,270,1,14945,1,3,3,63,11713,9,0,14,0,1,1,10,0
4742,407,1,32524,20,4,3,46,4913,3,0,19,0,4,0,27,0
8465,258,1,16772,7,4,6,43,2982,1,0,16,0,3,0,1,0
2332,330,1,3885,17,3,3,74,2290,2,0,13,0,4,0,6,0
3188,279,1,35631,1,2,7,95,3961,3,0,20,0,1,1,23,0
9572,280,1,31018,16,4,0,59,2801,1,0,29,0,3,0,27,1
9930,269,1,3683,2,3,0,83,2132,3,1,30,0,4,1,6,1
8061,229,1,31722,10,3,0,101,2415,6,1,26,1,3,0,3,1
1367,202,1,47390,1,4,2,41,2226,1,0,11,0,3,1,6,0
4259,241,1,46169,10,4,11,86,4699,10,0,20,0,3,0,5,0
8762,237,1,31891,1,2,6,84,3752,1,0,24,0,3,0,12,0
11349,274,1,23152,7,1,0,95,2457,3,0,33,0,1,1,5,0
9111,284,1,17750,3,3,14,42,4543,4,0,24,0,4,0,13,0
7246,302,1,43790,21,4,0,40,5748,6,0,24,0,3,1,10,0
11259,374,1,29972,4,3,0,69,7954,1,0,20,0,3,0,16,0
7333,279,1,39211,11,4,1,109,6663,4,0,23,0,1,1,8,0
1085,232,1,19635,1,3,3,33,4084,1,0,12,0,1,0,7,1
8451,249,1,28843,5,2,0,77,5885,3,0,18,0,1,1,12,0
11347,226,0,4066,13,3,14,75,5832,5,0,21,0,1,0,12,1
7963,260,1,29022,3,2,5,99,3747,0,0,26,0,3,1,4,0
10972,253,1,41493,1,3,0,86,2388,8,0,33,1,3,0,7,0
10428,198,1,33626,28,3,0,56,8699,2,0,37,0,4,0,10,0
11012,294,0,48737,10,1,6,83,2738,1,0,29,0,2,1,11,0
10777,165,1,33608,1,3,0,105,2897,3,0,21,0,4,0,10,0
6371,328,0,35043,9,5,6,79,5684,3,1,18,0,2,1,10,0
4138,249,1,18585,16,3,3,51,5427,3,1,29,1,3,1,10,0
7535,256,1,32591,14,3,6,75,2761,1,0,18,0,4,1,8,0
10036,331,1,41310,2,3,6,91,7911,1,1,34,0,1,1,19,0
9693,282,1,32138,6,4,0,75,2793,3,0,29,0,3,1,13,0
1131,255,1,22855,10,4,2,92,5063,1,0,14,0,2,1,8,0
9926,231,1,25955,1,3,0,79,9786,3,0,21,0,4,1,15,1
9772,242,0,37138,1,3,0,67,2349,2,1,25,0,1,0,5,1
7910,259,1,5853,8,5,0,41,5132,3,0,22,0,3,1,7,0
3418,188,1,21800,13,1,7,46,2148,1,0,14,0,3,0,13,0
6544,280,1,49886,14,1,0,78,6597,0,1,29,0,1,1,17,0
8922,155,0,30539,6,3,0,87,2992,3,1,30,0,2,0,5,1
11317,265,1,14071,1,3,0,103,3360,5,0,39,0,1,1,15,0
9273,203,0,14950,17,4,0,76,2803,1,1,25,0,2,1,10,1
3387,264,1,21705,1,3,11,97,4763,11,0,20,0,3,0,18,0
11070,217,1,47860,24,2,14,97,8778,3,0,29,0,1,0,14,1
1349,195,1,16870,1,2,3,90,2933,1,1,13,0,3,1,1,0
3258,203,1,42744,1,3,3,94,2526,1,1,17,0,2,0,8,0
6560,278,1,6586,7,4,10,74,4683,2,0,21,0,3,0,8,0
8425,252,1,17336,10,3,6,71,11254,2,0,31,1,2,0,10,0
9391,207,0,20174,1,2,0,87,4424,5,0,23,0,1,1,9,0
5636,241,1,20511,10,3,3,63,3474,6,0,25,0,1,1,16,0
739,202,1,36925,1,4,3,47,4227,0,0,18,0,2,1,4,0
762,195,1,11970,1,3,3,57,2042,6,1,14,0,2,1,6,1
3313,204,1,51460,1,2,7,91,3858,2,0,22,0,2,1,9,0
4184,226,1,45960,1,4,2,87,5016,2,0,28,0,4,0,19,0
7635,290,1,48025,1,3,0,47,2123,1,0,22,0,2,0,17,0
7464,260,1,36096,6,4,0,57,4515,6,0,19,0,3,1,12,0
11749,228,1,48288,13,2,10,67,4073,4,1,34,0,1,1,11,0
10106,308,1,21597,2,2,0,121,3426,4,0,35,0,4,1,12,0
4636,279,1,11197,1,4,11,47,2843,4,0,23,0,3,1,16,0
1120,285,1,15295,16,3,3,90,4198,2,0,12,0,2,0,8,0
1262,322,1,28245,17,3,2,38,2437,9,1,16,0,4,1,6,1
6616,363,1,47436,4,4,0,85,11009,7,0,21,0,2,0,27,0
2760,255,1,8190,1,4,3,93,5346,4,0,17,0,3,1,11,1
4159,219,1,37901,1,4,7,54,3032,10,0,21,0,3,1,17,0
9780,317,0,35682,1,3,1,84,4157,0,0,27,0,4,1,16,0
7108,315,1,19326,4,3,5,71,6436,6,0,31,0,2,1,10,0
7286,409,1,5504,10,3,6,85,4447,6,1,25,0,4,0,9,0
5579,204,1,17044,1,3,7,94,3577,9,0,23,0,1,0,8,0
10000,283,1,10940,7,3,0,98,2064,2,0,22,0,3,0,15,0
6207,298,1,40674,3,2,6,47,5249,4,1,26,0,1,0,12,1
10510,277,1,48902,5,2,0,75,5979,10,0,30,0,4,0,21,0
9034,238,1,35219,3,3,14,112,2722,7,1,27,0,3,0,13,1
9313,341,1,38958,1,4,0,68,6040,6,0,26,0,2,0,14,0
8635,351,1,29725,26,2,0,106,7997,8,0,18,0,3,0,6,0
7196,328,0,49777,2,4,0,102,5681,1,0,24,1,3,1,7,0
208,300,1,40285,1,5,3,63,4876,9,0,14,0,4,1,5,0
341,285,1,12005,15,2,3,92,11510,0,1,14,0,2,1,12,0
8484,273,1,47220,7,2,0,69,2700,1,0,22,0,4,1,1,0
10864,267,1,6411,1,4,0,84,3331,3,0,33,0,3,0,11,0
6467,399,1,46387,11,4,0,90,3152,8,0,30,1,2,1,9,0
6642,200,0,11981,2,3,0,61,2049,6,1,25,0,2,1,6,1
5557,368,1,25308,25,4,3,91,3266,2,0,26,0,4,1,13,0
3903,286,1,35360,1,2,3,44,6934,4,0,23,0,4,1,13,0
2952,234,1,23488,26,1,3,45,2967,1,0,25,0,4,1,9,0
5402,293,1,52016,25,2,3,79,10971,5,0,24,1,2,1,18,0
3705,286,1,41548,1,4,10,53,2879,3,0,23,0,1,1,18,0
11132,222,1,52025,12,1,0,98,2576,3,1,24,0,4,0,8,1
8514,306,1,15684,16,3,0,89,7952,6,1,19,0,4,0,18,0
10903,268,1,29069,3,2,5,102,3798,0,0,31,0,3,1,7,0
10578,209,1,50769,16,4,6,57,2429,3,1,33,0,4,1,10,1
220,270,1,48860,1,2,3,62,5914,8,0,16,0,4,0,16,0
8569,224,1,37876,9,4,6,55,2981,9,0,24,0,3,1,9,0
732,225,1,3815,1,3,7,60,2422,0,0,17,0,1,0,4,1
8041,311,0,51420,9,4,6,38,3624,8,1,24,0,4,1,3,0
6631,387,1,5079,1,3,0,102,6354,0,0,20,0,1,1,19,0
1998,375,1,19670,1,2,2,50,6796,3,1,14,0,1,1,18,1
11095,348,1,36803,9,4,0,79,5651,1,0,30,0,4,1,19,0
1360,232,1,16485,1,3,7,62,3978,8,0,12,0,2,1,4,0
10986,344,1,28219,4,2,0,70,4506,3,0,28,0,2,0,16,0
394,232,1,16800,1,2,7,31,4306,1,0,12,0,2,1,13,0
5885,250,0,35184,2,2,0,84,3074,0,0,23,0,3,0,8,0
11651,208,0,38396,6,3,10,82,2612,1,0,39,0,1,1,14,0
10418,179,1,20836,2,1,14,118,2586,2,0,28,0,3,1,9,0
9910,229,1,15483,8,1,10,56,9769,4,0,29,0,3,1,11,0
7867,197,1,28354,8,3,0,63,4862,0,0,25,1,3,1,4,0
4448,271,1,29870,1,4,3,95,3475,11,1,21,0,4,1,11,0
9281,270,1,6865,1,3,6,97,4922,1,0,26,0,4,0,11,0
8274,275,1,25730,6,1,0,70,3512,0,1,21,0,4,0,4,0
598,210,1,31150,1,4,7,46,4382,6,0,17,0,4,0,5,1
282,217,1,15470,1,2,3,44,4554,1,0,18,0,1,0,10,0
5403,188,1,48058,18,1,3,100,6276,3,0,17,0,2,0,10,0
318,202,1,42700,1,3,3,85,2478,1,1,12,0,2,0,4,0
3250,234,1,3755,1,3,12,72,6466,3,0,19,0,4,0,16,0
10256,168,1,17587,5,1,6,72,2448,1,1,26,0,4,0,4,0
7491,347,1,46072,29,3,6,93,3462,5,0,20,0,2,0,9,0
5136,234,1,29900,1,1,3,110,4207,3,0,20,0,3,1,11,0
2960,182,1,23587,11,2,10,103,4062,0,0,23,0,4,1,8,0
7566,235,0,11695,26,4,1,62,6699,5,0,22,0,3,0,9,1
10039,228,1,37912,9,4,6,58,3040,10,0,27,0,3,1,17,0
6211,213,1,7362,1,1,1,79,6359,0,1,21,0,4,1,6,0
3304,278,1,32281,10,3,7,103,3505,7,0,25,1,2,1,22,0
9211,311,1,19471,2,3,6,87,3499,8,0,38,1,2,1,25,0
8821,372,0,9805,8,1,0,76,5191,1,0,34,1,4,1,18,0
5553,338,1,11791,26,3,11,63,4445,3,0,20,0,1,1,15,0
11211,215,0,27722,1,4,6,56,2198,2,1,29,0,3,0,12,0
259,232,1,10745,29,2,7,71,3479,0,0,11,0,2,0,6,1
9206,291,1,38800,14,3,0,115,3097,2,0,24,0,3,1,22,0
5065,249,1,37665,1,2,12,68,2325,5,1,22,0,3,1,10,0
10317,327,1,24225,8,4,1,64,6881,1,0,32,0,4,1,18,0
7665,326,0,6487,10,4,0,45,2459,0,0,30,0,1,0,9,0
6385,199,1,34695,6,3,0,81,2669,1,1,19,0,3,1,3,0
9157,228,1,25878,9,5,10,50,4038,0,0,26,0,3,0,4,0
8177,222,0,27062,6,3,0,46,2711,1,1,23,0,4,1,3,0
8148,253,1,35602,25,3,6,62,2316,4,1,29,1,2,0,5,1
9903,308,1,23713,9,4,0,101,2069,5,0,31,0,2,0,19,1
10675,236,0,16285,4,3,14,58,2340,11,1,37,1,3,0,13,1
113,180,1,39445,18,1,3,52,2774,0,0,12,0,3,1,6,0
3390,234,1,29015,1,1,3,85,6642,4,1,18,0,3,0,17,0
3147,272,1,22260,18,1,7,82,2198,3,0,24,0,1,0,18,0
8803,280,1,39206,11,4,1,111,6658,4,0,17,0,1,1,8,0
8951,381,0,28373,12,3,1,87,9266,6,0,30,0,4,0,18,0
9452,326,0,44532,2,1,6,53,2570,5,1,29,0,4,0,10,0
8924,285,1,36443,2,2,0,115,5225,7,0,35,0,4,1,21,0
6743,257,1,5154,2,3,5,105,3611,1,0,25,0,4,1,5,0
4854,362,1,5753,1,5,11,52,4091,2,0,24,0,1,1,21,0
10139,245,0,46173,10,4,1,92,4707,10,0,29,0,3,0,5,0
9287,285,1,5028,9,4,6,86,8897,2,0,33,0,4,1,13,0
11657,214,1,47447,2,4,14,59,2295,1,0,22,0,3,1,14,0
11378,323,1,42389,2,3,6,87,4908,4,0,28,0,2,1,6,0
735,360,1,9695,1,3,3,97,4240,2,0,13,0,4,0,19,0
10286,305,1,21499,6,1,6,58,10054,5,0,27,0,1,1,14,0
4740,325,1,19610,10,4,3,93,5303,3,0,22,0,2,1,13,0
6423,341,1,13338,24,3,6,61,3715,2,0,25,0,3,0,9,0
3397,137,1,45742,1,3,11,74,1930,1,1,22,0,4,0,5,1
3305,346,1,40078,1,4,7,38,5316,3,0,22,0,3,0,11,0
7564,235,1,35181,3,3,14,91,2663,5,1,22,0,3,0,8,1
4049,227,1,45114,29,4,2,40,9298,3,0,19,0,2,1,16,0
927,270,1,15015,1,4,3,53,5410,9,1,11,0,4,0,18,0
8384,349,1,36340,20,3,6,105,10858,2,1,26,0,2,1,24,0
9329,258,0,45407,6,3,0,40,7782,4,0,40,1,3,1,21,0
3780,264,1,34410,1,4,7,69,2318,8,0,24,0,2,1,20,0
11630,284,1,44359,10,4,14,78,5731,3,1,35,0,1,1,13,0
4185,182,1,31434,10,3,7,70,2191,0,0,21,0,4,1,8,0
9684,320,1,31756,5,2,0,120,2157,8,0,35,0,1,1,11,1
10564,164,1,34906,3,2,6,114,3281,3,0,34,0,1,0,10,0
3930,248,1,38924,1,1,3,67,10047,7,0,24,0,1,0,12,0
7035,302,1,5960,3,2,6,87,3075,0,0,22,0,4,1,11,0
3054,256,1,36117,1,4,3,50,4548,7,0,27,0,3,1,20,0
8610,245,1,33359,5,4,14,77,2724,2,0,18,0,2,0,12,0
11715,259,1,17584,15,2,6,111,4939,0,1,27,0,1,1,13,0
4722,235,1,6763,1,4,3,39,2751,2,1,22,0,2,1,12,0
1134,262,1,47215,1,2,3,63,2690,1,0,18,0,4,1,1,0
651,352,1,8715,1,2,11,35,4537,0,1,22,1,1,1,8,0
3225,278,1,48070,1,3,3,55,2162,3,0,15,0,2,0,24,0
2631,285,1,13895,1,2,7,54,7756,3,1,19,0,4,1,10,0
9174,238,1,22490,25,2,14,109,4806,7,1,27,0,2,1,9,0
10518,275,0,33091,1,3,1,110,8845,2,0,29,0,1,0,16,0
4200,242,1,33393,1,4,2,73,2763,3,0,22,0,2,0,16,0
8125,327,1,14529,25,3,6,90,10809,5,0,25,0,3,1,18,0
8084,177,1,7605,8,1,0,104,2456,1,0,22,0,1,1,4,0
1736,232,1,51205,23,3,7,64,5582,0,0,21,1,2,1,10,0
7172,296,0,26822,20,3,0,87,4137,2,0,26,0,4,1,7,0
10018,254,1,18590,16,3,0,59,5433,3,1,37,1,3,1,10,0
5654,226,1,45952,1,4,2,85,5025,1,0,24,0,4,0,16,0
6820,299,1,12604,23,3,6,100,3910,0,0,16,0,1,0,6,1
4649,241,1,18059,1,3,3,68,3774,0,1,19,0,4,0,9,1
4103,279,1,51487,10,3,7,84,3995,3,0,17,0,1,1,17,0
11118,147,1,8690,8,1,6,95,1957,2,0,22,0,4,0,7,1
293,195,1,33250,1,4,11,48,5828,1,1,12,0,2,0,8,1
5792,234,1,34200,1,2,7,54,3122,3,1,24,0,4,1,8,0
11698,179,1,20030,12,2,10,97,2700,3,0,27,0,3,0,8,0
7782,259,1,45611,2,4,0,67,2771,3,0,23,0,3,1,14,0
10017,157,1,25489,9,1,0,63,2786,1,0,33,0,1,0,3,0
6330,241,1,28986,2,1,0,83,6589,4,1,22,0,3,0,10,0
8720,365,1,40922,14,4,14,72,5474,8,0,24,0,3,1,16,0
11066,165,0,26971,9,3,1,78,2381,1,1,28,0,2,0,3,1
6014,207,1,47428,25,1,0,65,2945,1,0,30,1,4,1,8,0
6208,254,0,17790,10,3,1,54,4693,3,0,21,0,3,0,9,0
11538,216,1,36930,8,3,6,89,3489,3,0,25,0,3,0,9,0
748,195,1,9275,29,2,7,79,4969,8,0,18,0,4,0,7,1
9192,272,1,26475,9,4,0,119,6599,10,0,34,0,3,0,13,0
6732,226,1,49042,6,1,6,57,3135,1,0,20,0,1,1,10,0
8597,236,1,35113,5,3,14,59,8356,1,0,28,0,3,1,6,0
5709,301,1,41835,1,3,3,67,6560,5,0,25,0,4,1,18,0
10200,268,1,23917,18,4,6,88,5631,0,0,33,0,4,1,11,0
9479,220,1,28792,5,4,6,120,4958,2,0,38,0,2,0,8,0
6484,324,1,32663,29,3,0,108,4446,1,0,18,0,4,1,10,0
10253,193,1,48416,8,2,10,94,4965,1,1,39,1,2,1,12,0
635,262,1,21245,1,3,3,66,10685,1,1,20,1,2,1,17,0
9662,218,1,52015,12,1,0,96,2575,1,1,27,0,4,0,3,1
4527,271,1,51391,11,2,2,100,9791,2,0,23,0,3,1,14,0
11207,261,1,4636,2,3,1,98,4592,1,1,32,0,4,0,7,0
1368,255,1,25725,22,4,10,86,5747,1,1,15,0,2,0,16,0
11541,236,1,34305,15,2,1,106,7204,4,0,27,0,1,1,19,0
2793,210,1,9800,1,2,3,43,2706,1,0,15,0,2,1,3,0
9754,201,1,9346,1,3,6,60,2160,3,0,30,0,4,0,9,0
7005,226,0,34829,2,1,0,95,8865,1,0,25,0,4,1,6,0
9879,273,1,23144,7,1,0,101,2454,2,0,22,0,1,1,1,0
2125,247,1,37625,1,2,12,57,2277,3,1,11,0,3,1,7,0
10243,172,1,20370,1,2,0,74,3423,1,0,26,0,4,0,11,0
7021,234,1,8445,7,3,6,54,2144,1,0,21,0,2,1,6,0
9413,284,1,23700,1,3,10,50,5280,2,0,32,0,1,1,17,0
3135,279,1,10180,21,3,3,73,3607,3,1,18,0,1,1,12,0
8863,214,0,34841,8,3,0,52,8789,3,0,32,0,4,0,17,0
8745,242,0,26396,26,4,1,66,5629,1,1,18,0,3,0,10,1
1244,225,1,45920,1,4,2,78,4968,0,0,16,0,4,0,10,0
6139,238,0,10754,29,2,6,78,3484,0,0,23,0,2,0,6,1
11434,240,0,25062,2,4,10,73,5395,9,0,29,0,4,0,16,0
3734,257,1,21663,1,1,3,55,7808,0,0,21,0,3,0,14,0
3557,331,1,21925,1,3,7,60,5976,9,0,21,0,4,0,18,0
7387,273,1,31159,2,3,1,106,2019,1,0,23,0,1,0,2,0
8169,217,1,50791,2,1,0,76,3213,0,0,27,0,1,0,6,0
4479,272,1,11180,1,3,7,84,3435,0,1,29,0,1,1,4,1
1832,157,1,31325,1,2,7,39,2610,1,0,24,1,3,0,3,0
2815,262,1,7665,16,2,10,44,4788,0,1,11,0,4,0,4,0
389,277,1,45675,10,4,3,49,4197,2,1,12,0,4,0,18,0
4775,346,1,40085,1,4,7,45,5311,4,0,21,0,3,0,16,0
10667,278,1,11564,2,3,0,115,2608,6,0,21,0,2,1,7,0
1232,262,1,47950,27,4,3,49,6883,2,0,16,0,2,1,17,0
11121,243,0,30633,15,3,6,86,2671,1,0,33,0,3,1,11,1
464,277,1,27965,1,3,2,59,7491,4,0,17,0,4,0,12,0
4930,362,1,28645,1,1,11,71,8162,4,0,20,0,4,0,19,0
8452,281,1,40502,2,4,0,79,2649,3,1,31,1,4,0,7,0
830,307,1,5845,12,4,3,46,4766,3,1,11,0,1,1,6,0
7701,246,1,37173,2,3,6,81,2377,1,0,18,0,3,1,8,0
9646,297,1,15196,1,3,5,50,2898,2,0,29,0,4,1,11,0
10676,283,1,38791,14,3,0,117,3089,2,0,33,0,3,1,24,0
10729,244,0,18727,20,3,0,87,9876,5,0,26,0,1,0,18,1
11248,260,1,33062,9,3,0,105,8555,2,0,25,0,4,1,13,0
8206,155,1,28187,3,3,0,95,3040,1,0,17,0,1,0,2,0
378,255,1,47670,19,3,11,67,5304,8,1,13,0,2,0,9,1
9762,282,1,11426,10,4,14,75,7149,4,0,26,0,1,0,17,0
69,270,1,11130,1,3,7,79,3388,0,1,17,0,1,1,2,1
3943,189,1,33249,1,3,2,92,3279,6,0,20,0,2,1,13,0
6519,378,1,49636,1,3,14,44,3590,2,0,27,0,2,1,7,0
8839,298,1,13030,2,3,0,59,3994,7,1,26,0,3,0,11,0
10843,312,1,28177,2,1,6,105,2403,2,1,32,1,4,0,10,0
9164,275,1,45410,5,4,14,81,8142,1,0,27,0,4,0,21,0
10232,235,1,31930,1,2,6,88,3808,1,0,30,0,3,0,21,0
5899,295,1,12991,2,3,0,55,3951,5,1,17,0,3,0,6,0
8026,275,1,39804,21,1,0,58,4024,1,1,36,1,4,1,10,0
7683,331,1,35039,7,3,0,54,9997,8,0,20,0,1,1,10,0
5048,188,1,20440,1,1,11,100,4310,3,0,16,0,1,0,8,0
8155,341,1,36753,9,4,0,74,5602,1,0,17,0,4,1,15,0
11640,212,1,17919,2,2,6,106,6549,2,0,33,0,2,0,16,0
9016,268,0,4864,2,3,6,58,4484,6,0,28,0,4,0,17,0
6967,261,1,50407,7,2,14,62,2312,0,1,36,1,2,1,12,0
7327,282,1,10546,15,4,1,99,5411,1,0,32,1,1,1,15,0
3850,174,1,13093,1,2,3,52,1266,2,0,26,1,4,1,5,0
10080,249,1,33404,5,4,14,82,2774,3,0,30,0,2,0,16,0
10615,243,0,27981,7,2,0,71,8993,2,0,39,1,1,1,19,0
8482,310,1,4136,14,2,0,87,4643,1,0,22,0,3,1,5,0
9866,335,1,51400,20,3,0,65,3478,1,0,25,0,3,0,12,0
10435,233,1,7076,5,3,14,105,3261,6,0,30,0,4,1,14,0
6648,308,1,10509,26,3,1,81,8408,1,0,20,0,2,1,8,0
3421,257,1,8936,1,2,3,89,3663,1,1,20,0,4,1,9,0
11415,223,0,34865,2,1,0,113,8912,1,0,35,0,4,1,9,0
7198,226,0,20096,20,1,6,43,3819,1,0,23,0,2,0,11,0
8982,216,1,15453,21,3,6,61,2771,1,0,26,0,3,1,12,0
11673,278,1,47336,9,4,0,84,2879,1,0,38,1,2,0,10,0
1295,307,1,27860,1,1,11,81,10447,0,1,13,0,4,1,23,0
10369,355,1,33125,5,2,6,93,5086,9,1,34,1,4,1,22,0
8816,298,1,21461,6,1,6,54,10000,4,0,18,0,1,1,9,0
11405,261,1,16826,7,4,6,46,3034,3,0,33,0,3,0,5,0
8141,270,1,42144,4,3,14,91,9592,0,1,28,1,1,0,9,1
8725,243,0,8342,5,2,0,59,2442,3,1,23,0,1,0,8,1
3178,241,1,49073,1,2,3,65,3984,3,0,17,0,1,1,14,0
7077,162,1,25450,9,1,0,66,2738,1,0,19,0,1,0,2,0
5618,256,1,40543,1,2,7,63,4045,1,0,22,0,3,1,21,0
10531,251,1,34214,26,4,1,118,4524,0,0,39,0,1,0,12,0
183,375,1,11480,1,3,7,86,3690,2,0,15,0,4,1,5,0
3588,278,1,43133,21,2,7,67,3026,6,0,19,0,2,1,18,0
11718,252,1,8226,1,4,6,84,2324,2,0,26,0,2,1,4,0
1458,262,1,10045,1,4,3,62,2977,1,0,12,0,4,1,4,0
6004,242,1,8726,6,4,0,84,6177,4,1,29,0,2,0,12,1
8690,276,1,44314,10,4,14,71,5676,1,1,18,0,1,1,10,0
4993,256,1,38919,1,2,3,105,6557,5,0,29,0,2,1,8,0
28,330,1,16695,1,4,7,42,10248,3,0,14,0,4,1,24,0
5232,256,1,35154,1,2,3,103,4073,3,0,14,0,4,0,7,0
7667,400,1,25315,8,4,6,88,4948,2,0,22,0,1,0,11,1
4277,211,1,41050,1,3,7,90,2904,1,0,27,0,4,1,4,0
4920,407,1,13942,19,4,7,93,10783,3,0,20,0,3,1,20,0
7441,393,1,22129,21,4,1,79,5448,0,1,32,1,4,0,11,0
8830,275,1,28355,16,3,6,104,2478,0,0,28,0,3,1,12,0
885,187,1,47460,10,4,3,57,4950,0,0,14,0,2,0,5,0
5325,158,1,8819,10,2,3,52,2673,3,0,27,1,3,0,11,1
2370,270,1,16415,1,3,2,46,3692,1,0,12,0,3,0,12,0
2288,232,1,27755,20,3,3,67,2791,0,0,12,0,1,1,3,0
8595,187,0,31405,10,3,6,70,2154,0,0,22,0,4,1,3,0
6442,253,1,18453,1,4,10,75,2695,1,1,20,0,3,0,10,1
4456,257,1,37324,23,4,11,87,4626,2,0,24,1,3,0,12,0
5649,233,1,5748,24,1,2,36,5296,3,0,23,1,4,0,17,0
7915,181,1,10857,10,1,6,90,3512,1,0,29,0,4,0,2,0
1218,307,1,32130,1,3,11,35,9241,1,0,12,0,2,0,10,0
7187,217,1,42600,1,3,6,71,3602,1,0,34,1,3,1,3,0
9183,257,1,12306,5,3,1,52,2904,2,1,26,0,2,0,7,1
7532,315,1,47469,20,2,1,76,3151,1,1,34,1,4,0,4,1
7991,244,0,13269,5,2,0,55,6529,1,0,21,0,4,1,10,0
93,345,1,22330,1,3,7,40,10673,2,1,13,0,3,1,21,0
1741,352,1,23310,29,4,3,88,11849,1,1,12,0,4,1,10,1
10390,284,1,28293,6,4,5,88,2129,6,1,33,1,4,0,11,1
5750,272,1,44354,10,4,2,72,5719,3,1,25,0,1,1,13,0
1316,322,1,49770,1,4,3,92,5675,1,0,20,1,3,1,7,0
6282,234,1,37875,12,3,14,89,6583,0,0,18,0,2,0,6,0
7622,217,1,40541,9,3,6,106,2077,1,0,26,1,4,1,5,0
10679,292,1,45734,10,4,0,67,4258,4,1,29,0,4,0,25,0
636,262,1,4550,25,4,3,96,2022,1,1,19,0,1,1,10,1
8077,144,1,10057,5,2,0,85,1055,1,0,18,0,4,0,0,0
11654,216,0,27452,1,2,0,66,6897,3,1,25,0,3,1,17,0
5115,295,1,31635,1,5,3,55,7939,2,0,21,0,4,0,10,0
6722,218,1,51984,12,1,0,82,2518,1,1,21,0,4,0,1,1
7023,344,1,11764,26,3,1,62,4390,1,0,27,0,1,1,10,0
7457,196,1,8410,5,3,1,58,5750,1,1,20,0,4,0,6,1
1366,292,1,43785,21,4,3,32,5736,6,0,19,0,3,1,10,0
